,title,stats,type,highlighted,home,away,match_id
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161936
0,Ball possession,"[42, 58]",graph,away,42,58,2161942
1,Total shots,"[8, 18]",text,away,8,18,2161942
2,Big chances,"[0, 0]",text,equal,0,0,2161942
3,Big chances missed,"[0, 0]",text,equal,0,0,2161942
4,Accurate passes,"['299 (81%)', '429 (86%)']",text,away,299 (81%),429 (86%),2161942
5,Fouls committed,"[18, 10]",text,away,18,10,2161942
6,Offsides,"[3, 0]",text,away,3,0,2161942
7,Corners,"[3, 4]",text,away,3,4,2161942
0,Shots,"[None, None]",title,equal,,,2161942
1,Total shots,"[8, 18]",text,away,8.0,18.0,2161942
2,Shots off target,"[3, 5]",text,away,3.0,5.0,2161942
3,Shots on target,"[3, 5]",text,away,3.0,5.0,2161942
4,Blocked shots,"[2, 8]",text,away,2.0,8.0,2161942
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161942
6,Shots inside box,"[4, 6]",text,away,4.0,6.0,2161942
7,Shots outside box,"[4, 12]",text,away,4.0,12.0,2161942
0,Passes,"[None, None]",title,equal,,,2161942
1,Passes,"[368, 498]",text,away,368,498,2161942
2,Accurate passes,"['299 (81%)', '429 (86%)']",text,away,299 (81%),429 (86%),2161942
3,Own half,"[0, 0]",text,equal,0,0,2161942
4,Opposition half,"[130, 252]",text,away,130,252,2161942
5,Accurate long balls,"['38 (63%)', '26 (47%)']",text,home,38 (63%),26 (47%),2161942
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161942
7,Throws,"[12, 17]",text,away,12,17,2161942
0,Defence,"[None, None]",title,equal,,,2161942
1,Tackles won,"['12 (71%)', '14 (78%)']",text,away,12 (71%),14 (78%),2161942
2,Interceptions,"[12, 19]",text,away,12,19,2161942
3,Blocks,"[0, 0]",text,equal,0,0,2161942
4,Clearances,"[18, 16]",text,home,18,16,2161942
5,Keeper saves,"[4, 1]",text,home,4,1,2161942
0,Duels,"[None, None]",title,equal,,,2161942
1,Duels won,"[35, 44]",text,away,35,44,2161942
2,Ground duels won,"['31 (44%)', '39 (56%)']",text,away,31 (44%),39 (56%),2161942
3,Aerial duels won,"['4 (44%)', '5 (56%)']",text,away,4 (44%),5 (56%),2161942
4,Successful dribbles,"['4 (29%)', '3 (25%)']",text,home,4 (29%),3 (25%),2161942
0,Discipline,"[None, None]",title,equal,,,2161942
1,Yellow cards,"[2, 1]",text,home,2.0,1.0,2161942
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161942
0,Ball possession,"[50, 50]",graph,equal,50,50,2161944
1,Total shots,"[12, 5]",text,home,12,5,2161944
2,Big chances,"[0, 0]",text,equal,0,0,2161944
3,Big chances missed,"[0, 0]",text,equal,0,0,2161944
4,Accurate passes,"['303 (74%)', '300 (72%)']",text,home,303 (74%),300 (72%),2161944
5,Fouls committed,"[16, 18]",text,home,16,18,2161944
6,Offsides,"[1, 2]",text,home,1,2,2161944
7,Corners,"[7, 0]",text,home,7,0,2161944
0,Shots,"[None, None]",title,equal,,,2161944
1,Total shots,"[12, 5]",text,home,12.0,5.0,2161944
2,Shots off target,"[4, 1]",text,home,4.0,1.0,2161944
3,Shots on target,"[4, 2]",text,home,4.0,2.0,2161944
4,Blocked shots,"[4, 2]",text,home,4.0,2.0,2161944
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161944
6,Shots inside box,"[10, 4]",text,home,10.0,4.0,2161944
7,Shots outside box,"[2, 1]",text,home,2.0,1.0,2161944
0,Passes,"[None, None]",title,equal,,,2161944
1,Passes,"[412, 419]",text,away,412,419,2161944
2,Accurate passes,"['303 (74%)', '300 (72%)']",text,home,303 (74%),300 (72%),2161944
3,Own half,"[0, 0]",text,equal,0,0,2161944
4,Opposition half,"[136, 183]",text,away,136,183,2161944
5,Accurate long balls,"['52 (60%)', '18 (31%)']",text,home,52 (60%),18 (31%),2161944
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161944
7,Throws,"[26, 20]",text,home,26,20,2161944
0,Defence,"[None, None]",title,equal,,,2161944
1,Tackles won,"['9 (56%)', '20 (67%)']",text,away,9 (56%),20 (67%),2161944
2,Interceptions,"[18, 35]",text,away,18,35,2161944
3,Blocks,"[0, 0]",text,equal,0,0,2161944
4,Clearances,"[13, 25]",text,away,13,25,2161944
5,Keeper saves,"[1, 3]",text,away,1,3,2161944
0,Duels,"[None, None]",title,equal,,,2161944
1,Duels won,"[48, 68]",text,away,48,68,2161944
2,Ground duels won,"['34 (38%)', '55 (62%)']",text,away,34 (38%),55 (62%),2161944
3,Aerial duels won,"['14 (52%)', '13 (48%)']",text,home,14 (52%),13 (48%),2161944
4,Successful dribbles,"['2 (17%)', '11 (73%)']",text,away,2 (17%),11 (73%),2161944
0,Discipline,"[None, None]",title,equal,,,2161944
1,Yellow cards,"[4, 4]",text,equal,4.0,4.0,2161944
2,Red cards,"[1, 0]",text,home,1.0,0.0,2161944
0,Ball possession,"[57, 43]",graph,home,57,43,2161945
1,Total shots,"[26, 10]",text,home,26,10,2161945
2,Big chances,"[0, 0]",text,equal,0,0,2161945
3,Big chances missed,"[0, 0]",text,equal,0,0,2161945
4,Accurate passes,"['371 (85%)', '263 (78%)']",text,home,371 (85%),263 (78%),2161945
5,Fouls committed,"[15, 12]",text,away,15,12,2161945
6,Offsides,"[2, 6]",text,home,2,6,2161945
7,Corners,"[11, 5]",text,home,11,5,2161945
0,Shots,"[None, None]",title,equal,,,2161945
1,Total shots,"[26, 10]",text,home,26.0,10.0,2161945
2,Shots off target,"[9, 4]",text,home,9.0,4.0,2161945
3,Shots on target,"[13, 5]",text,home,13.0,5.0,2161945
4,Blocked shots,"[4, 1]",text,home,4.0,1.0,2161945
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161945
6,Shots inside box,"[17, 6]",text,home,17.0,6.0,2161945
7,Shots outside box,"[9, 4]",text,home,9.0,4.0,2161945
0,Passes,"[None, None]",title,equal,,,2161945
1,Passes,"[439, 337]",text,home,439,337,2161945
2,Accurate passes,"['371 (85%)', '263 (78%)']",text,home,371 (85%),263 (78%),2161945
3,Own half,"[0, 0]",text,equal,0,0,2161945
4,Opposition half,"[223, 158]",text,home,223,158,2161945
5,Accurate long balls,"['32 (58%)', '33 (51%)']",text,away,32 (58%),33 (51%),2161945
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161945
7,Throws,"[17, 8]",text,home,17,8,2161945
0,Defence,"[None, None]",title,equal,,,2161945
1,Tackles won,"['12 (57%)', '13 (87%)']",text,away,12 (57%),13 (87%),2161945
2,Interceptions,"[9, 12]",text,away,9,12,2161945
3,Blocks,"[0, 0]",text,equal,0,0,2161945
4,Clearances,"[23, 17]",text,home,23,17,2161945
5,Keeper saves,"[4, 11]",text,away,4,11,2161945
0,Duels,"[None, None]",title,equal,,,2161945
1,Duels won,"[50, 52]",text,away,50,52,2161945
2,Ground duels won,"['39 (48%)', '43 (52%)']",text,away,39 (48%),43 (52%),2161945
3,Aerial duels won,"['11 (55%)', '9 (45%)']",text,home,11 (55%),9 (45%),2161945
4,Successful dribbles,"['6 (86%)', '14 (58%)']",text,away,6 (86%),14 (58%),2161945
0,Discipline,"[None, None]",title,equal,,,2161945
1,Yellow cards,"[3, 2]",text,home,3.0,2.0,2161945
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161945
0,Ball possession,"[49, 51]",graph,away,49,51,2157302
1,Total shots,"[17, 10]",text,home,17,10,2157302
2,Big chances,"[0, 0]",text,equal,0,0,2157302
3,Big chances missed,"[0, 0]",text,equal,0,0,2157302
4,Accurate passes,"['326 (77%)', '363 (82%)']",text,away,326 (77%),363 (82%),2157302
5,Fouls committed,"[19, 14]",text,away,19,14,2157302
6,Offsides,"[3, 2]",text,away,3,2,2157302
7,Corners,"[4, 4]",text,equal,4,4,2157302
0,Shots,"[None, None]",title,equal,,,2157302
1,Total shots,"[17, 10]",text,home,17.0,10.0,2157302
2,Shots off target,"[9, 2]",text,home,9.0,2.0,2157302
3,Shots on target,"[4, 3]",text,home,4.0,3.0,2157302
4,Blocked shots,"[4, 5]",text,away,4.0,5.0,2157302
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2157302
6,Shots inside box,"[8, 5]",text,home,8.0,5.0,2157302
7,Shots outside box,"[9, 5]",text,home,9.0,5.0,2157302
0,Passes,"[None, None]",title,equal,,,2157302
1,Passes,"[422, 444]",text,away,422,444,2157302
2,Accurate passes,"['326 (77%)', '363 (82%)']",text,away,326 (77%),363 (82%),2157302
3,Own half,"[0, 0]",text,equal,0,0,2157302
4,Opposition half,"[175, 183]",text,away,175,183,2157302
5,Accurate long balls,"['33 (46%)', '31 (55%)']",text,home,33 (46%),31 (55%),2157302
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2157302
7,Throws,"[10, 12]",text,away,10,12,2157302
0,Defence,"[None, None]",title,equal,,,2157302
1,Tackles won,"['15 (75%)', '13 (59%)']",text,home,15 (75%),13 (59%),2157302
2,Interceptions,"[15, 15]",text,equal,15,15,2157302
3,Blocks,"[0, 0]",text,equal,0,0,2157302
4,Clearances,"[12, 22]",text,away,12,22,2157302
5,Keeper saves,"[3, 3]",text,equal,3,3,2157302
0,Duels,"[None, None]",title,equal,,,2157302
1,Duels won,"[53, 57]",text,away,53,57,2157302
2,Ground duels won,"['43 (48%)', '47 (52%)']",text,away,43 (48%),47 (52%),2157302
3,Aerial duels won,"['10 (50%)', '10 (50%)']",text,equal,10 (50%),10 (50%),2157302
4,Successful dribbles,"['11 (58%)', '8 (53%)']",text,home,11 (58%),8 (53%),2157302
0,Discipline,"[None, None]",title,equal,,,2157302
1,Yellow cards,"[5, 1]",text,home,5.0,1.0,2157302
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2157302
0,Ball possession,"[33, 67]",graph,away,33,67,2161946
1,Total shots,"[14, 17]",text,away,14,17,2161946
2,Big chances,"[0, 0]",text,equal,0,0,2161946
3,Big chances missed,"[0, 0]",text,equal,0,0,2161946
4,Accurate passes,"['138 (58%)', '383 (78%)']",text,away,138 (58%),383 (78%),2161946
5,Fouls committed,"[18, 14]",text,away,18,14,2161946
6,Offsides,"[1, 3]",text,home,1,3,2161946
7,Corners,"[3, 8]",text,away,3,8,2161946
0,Shots,"[None, None]",title,equal,,,2161946
1,Total shots,"[14, 17]",text,away,14.0,17.0,2161946
2,Shots off target,"[5, 8]",text,away,5.0,8.0,2161946
3,Shots on target,"[7, 3]",text,home,7.0,3.0,2161946
4,Blocked shots,"[2, 6]",text,away,2.0,6.0,2161946
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161946
6,Shots inside box,"[6, 5]",text,home,6.0,5.0,2161946
7,Shots outside box,"[8, 12]",text,away,8.0,12.0,2161946
0,Passes,"[None, None]",title,equal,,,2161946
1,Passes,"[238, 491]",text,away,238,491,2161946
2,Accurate passes,"['138 (58%)', '383 (78%)']",text,away,138 (58%),383 (78%),2161946
3,Own half,"[0, 0]",text,equal,0,0,2161946
4,Opposition half,"[104, 189]",text,away,104,189,2161946
5,Accurate long balls,"['21 (28%)', '46 (53%)']",text,away,21 (28%),46 (53%),2161946
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161946
7,Throws,"[19, 15]",text,home,19,15,2161946
0,Defence,"[None, None]",title,equal,,,2161946
1,Tackles won,"['10 (53%)', '17 (74%)']",text,away,10 (53%),17 (74%),2161946
2,Interceptions,"[39, 12]",text,home,39,12,2161946
3,Blocks,"[0, 0]",text,equal,0,0,2161946
4,Clearances,"[16, 8]",text,home,16,8,2161946
5,Keeper saves,"[4, 5]",text,away,4,5,2161946
0,Duels,"[None, None]",title,equal,,,2161946
1,Duels won,"[49, 57]",text,away,49,57,2161946
2,Ground duels won,"['35 (44%)', '44 (56%)']",text,away,35 (44%),44 (56%),2161946
3,Aerial duels won,"['14 (52%)', '13 (48%)']",text,home,14 (52%),13 (48%),2161946
4,Successful dribbles,"['5 (36%)', '3 (25%)']",text,home,5 (36%),3 (25%),2161946
0,Discipline,"[None, None]",title,equal,,,2161946
1,Yellow cards,"[3, 2]",text,home,3.0,2.0,2161946
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161946
0,Ball possession,"[45, 55]",graph,away,45,55,2161948
1,Total shots,"[16, 13]",text,home,16,13,2161948
2,Big chances,"[0, 0]",text,equal,0,0,2161948
3,Big chances missed,"[0, 0]",text,equal,0,0,2161948
4,Accurate passes,"['302 (77%)', '382 (79%)']",text,away,302 (77%),382 (79%),2161948
5,Fouls committed,"[13, 9]",text,away,13,9,2161948
6,Offsides,"[2, 0]",text,away,2,0,2161948
7,Corners,"[6, 3]",text,home,6,3,2161948
0,Shots,"[None, None]",title,equal,,,2161948
1,Total shots,"[16, 13]",text,home,16.0,13.0,2161948
2,Shots off target,"[8, 5]",text,home,8.0,5.0,2161948
3,Shots on target,"[5, 6]",text,away,5.0,6.0,2161948
4,Blocked shots,"[3, 2]",text,home,3.0,2.0,2161948
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161948
6,Shots inside box,"[9, 7]",text,home,9.0,7.0,2161948
7,Shots outside box,"[7, 6]",text,home,7.0,6.0,2161948
0,Passes,"[None, None]",title,equal,,,2161948
1,Passes,"[394, 486]",text,away,394,486,2161948
2,Accurate passes,"['302 (77%)', '382 (79%)']",text,away,302 (77%),382 (79%),2161948
3,Own half,"[0, 0]",text,equal,0,0,2161948
4,Opposition half,"[144, 202]",text,away,144,202,2161948
5,Accurate long balls,"['28 (41%)', '21 (32%)']",text,home,28 (41%),21 (32%),2161948
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161948
7,Throws,"[25, 30]",text,away,25,30,2161948
0,Defence,"[None, None]",title,equal,,,2161948
1,Tackles won,"['15 (71%)', '14 (58%)']",text,home,15 (71%),14 (58%),2161948
2,Interceptions,"[18, 21]",text,away,18,21,2161948
3,Blocks,"[0, 0]",text,equal,0,0,2161948
4,Clearances,"[11, 16]",text,away,11,16,2161948
5,Keeper saves,"[5, 3]",text,home,5,3,2161948
0,Duels,"[None, None]",title,equal,,,2161948
1,Duels won,"[45, 61]",text,away,45,61,2161948
2,Ground duels won,"['32 (39%)', '50 (61%)']",text,away,32 (39%),50 (61%),2161948
3,Aerial duels won,"['13 (54%)', '11 (46%)']",text,home,13 (54%),11 (46%),2161948
4,Successful dribbles,"['3 (33%)', '14 (64%)']",text,away,3 (33%),14 (64%),2161948
0,Discipline,"[None, None]",title,equal,,,2161948
1,Yellow cards,"[4, 2]",text,home,4.0,2.0,2161948
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161948
0,Ball possession,"[53, 47]",graph,home,53,47,2161949
1,Total shots,"[15, 11]",text,home,15,11,2161949
2,Big chances,"[0, 0]",text,equal,0,0,2161949
3,Big chances missed,"[0, 0]",text,equal,0,0,2161949
4,Accurate passes,"['384 (81%)', '324 (76%)']",text,home,384 (81%),324 (76%),2161949
5,Fouls committed,"[8, 10]",text,home,8,10,2161949
6,Offsides,"[0, 3]",text,home,0,3,2161949
7,Corners,"[12, 6]",text,home,12,6,2161949
0,Shots,"[None, None]",title,equal,,,2161949
1,Total shots,"[15, 11]",text,home,15.0,11.0,2161949
2,Shots off target,"[2, 8]",text,away,2.0,8.0,2161949
3,Shots on target,"[8, 1]",text,home,8.0,1.0,2161949
4,Blocked shots,"[5, 2]",text,home,5.0,2.0,2161949
5,Hit woodwork,"[1, 2]",text,away,1.0,2.0,2161949
6,Shots inside box,"[10, 7]",text,home,10.0,7.0,2161949
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2161949
0,Passes,"[None, None]",title,equal,,,2161949
1,Passes,"[475, 424]",text,home,475,424,2161949
2,Accurate passes,"['384 (81%)', '324 (76%)']",text,home,384 (81%),324 (76%),2161949
3,Own half,"[0, 0]",text,equal,0,0,2161949
4,Opposition half,"[186, 201]",text,away,186,201,2161949
5,Accurate long balls,"['38 (48%)', '25 (39%)']",text,home,38 (48%),25 (39%),2161949
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161949
7,Throws,"[19, 22]",text,away,19,22,2161949
0,Defence,"[None, None]",title,equal,,,2161949
1,Tackles won,"['13 (68%)', '13 (72%)']",text,equal,13 (68%),13 (72%),2161949
2,Interceptions,"[16, 11]",text,home,16,11,2161949
3,Blocks,"[0, 0]",text,equal,0,0,2161949
4,Clearances,"[18, 21]",text,away,18,21,2161949
5,Keeper saves,"[1, 6]",text,away,1,6,2161949
0,Duels,"[None, None]",title,equal,,,2161949
1,Duels won,"[51, 51]",text,equal,51,51,2161949
2,Ground duels won,"['32 (48%)', '34 (52%)']",text,away,32 (48%),34 (52%),2161949
3,Aerial duels won,"['19 (53%)', '17 (47%)']",text,home,19 (53%),17 (47%),2161949
4,Successful dribbles,"['6 (50%)', '8 (62%)']",text,away,6 (50%),8 (62%),2161949
0,Discipline,"[None, None]",title,equal,,,2161949
1,Yellow cards,"[1, 0]",text,home,1.0,0.0,2161949
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161949
0,Ball possession,"[50, 50]",graph,equal,50,50,2161950
1,Total shots,"[18, 20]",text,away,18,20,2161950
2,Big chances,"[0, 0]",text,equal,0,0,2161950
3,Big chances missed,"[0, 0]",text,equal,0,0,2161950
4,Accurate passes,"['310 (79%)', '317 (79%)']",text,away,310 (79%),317 (79%),2161950
5,Fouls committed,"[10, 9]",text,away,10,9,2161950
6,Offsides,"[2, 1]",text,away,2,1,2161950
7,Corners,"[5, 5]",text,equal,5,5,2161950
0,Shots,"[None, None]",title,equal,,,2161950
1,Total shots,"[18, 20]",text,away,18.0,20.0,2161950
2,Shots off target,"[7, 6]",text,home,7.0,6.0,2161950
3,Shots on target,"[9, 8]",text,home,9.0,8.0,2161950
4,Blocked shots,"[2, 6]",text,away,2.0,6.0,2161950
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161950
6,Shots inside box,"[10, 10]",text,equal,10.0,10.0,2161950
7,Shots outside box,"[8, 10]",text,away,8.0,10.0,2161950
0,Passes,"[None, None]",title,equal,,,2161950
1,Passes,"[394, 399]",text,away,394,399,2161950
2,Accurate passes,"['310 (79%)', '317 (79%)']",text,away,310 (79%),317 (79%),2161950
3,Own half,"[0, 0]",text,equal,0,0,2161950
4,Opposition half,"[155, 191]",text,away,155,191,2161950
5,Accurate long balls,"['20 (36%)', '34 (57%)']",text,away,20 (36%),34 (57%),2161950
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161950
7,Throws,"[13, 15]",text,away,13,15,2161950
0,Defence,"[None, None]",title,equal,,,2161950
1,Tackles won,"['13 (76%)', '10 (50%)']",text,home,13 (76%),10 (50%),2161950
2,Interceptions,"[23, 13]",text,home,23,13,2161950
3,Blocks,"[0, 0]",text,equal,0,0,2161950
4,Clearances,"[17, 11]",text,home,17,11,2161950
5,Keeper saves,"[6, 5]",text,home,6,5,2161950
0,Duels,"[None, None]",title,equal,,,2161950
1,Duels won,"[44, 44]",text,equal,44,44,2161950
2,Ground duels won,"['33 (49%)', '35 (51%)']",text,away,33 (49%),35 (51%),2161950
3,Aerial duels won,"['11 (55%)', '9 (45%)']",text,home,11 (55%),9 (45%),2161950
4,Successful dribbles,"['8 (73%)', '5 (42%)']",text,home,8 (73%),5 (42%),2161950
0,Discipline,"[None, None]",title,equal,,,2161950
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2161950
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161950
0,Ball possession,"[45, 55]",graph,away,45,55,2161951
1,Total shots,"[10, 11]",text,away,10,11,2161951
2,Big chances,"[0, 0]",text,equal,0,0,2161951
3,Big chances missed,"[0, 0]",text,equal,0,0,2161951
4,Accurate passes,"['261 (70%)', '356 (78%)']",text,away,261 (70%),356 (78%),2161951
5,Fouls committed,"[16, 17]",text,home,16,17,2161951
6,Offsides,"[8, 0]",text,away,8,0,2161951
7,Corners,"[0, 6]",text,away,0,6,2161951
0,Shots,"[None, None]",title,equal,,,2161951
1,Total shots,"[10, 11]",text,away,10.0,11.0,2161951
2,Shots off target,"[7, 5]",text,home,7.0,5.0,2161951
3,Shots on target,"[0, 5]",text,away,0.0,5.0,2161951
4,Blocked shots,"[3, 1]",text,home,3.0,1.0,2161951
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161951
6,Shots inside box,"[6, 9]",text,away,6.0,9.0,2161951
7,Shots outside box,"[4, 2]",text,home,4.0,2.0,2161951
0,Passes,"[None, None]",title,equal,,,2161951
1,Passes,"[374, 459]",text,away,374,459,2161951
2,Accurate passes,"['261 (70%)', '356 (78%)']",text,away,261 (70%),356 (78%),2161951
3,Own half,"[0, 0]",text,equal,0,0,2161951
4,Opposition half,"[142, 166]",text,away,142,166,2161951
5,Accurate long balls,"['29 (37%)', '41 (56%)']",text,away,29 (37%),41 (56%),2161951
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161951
7,Throws,"[26, 17]",text,home,26,17,2161951
0,Defence,"[None, None]",title,equal,,,2161951
1,Tackles won,"['22 (76%)', '13 (72%)']",text,home,22 (76%),13 (72%),2161951
2,Interceptions,"[22, 23]",text,away,22,23,2161951
3,Blocks,"[0, 0]",text,equal,0,0,2161951
4,Clearances,"[8, 7]",text,home,8,7,2161951
5,Keeper saves,"[3, 0]",text,home,3,0,2161951
0,Duels,"[None, None]",title,equal,,,2161951
1,Duels won,"[58, 59]",text,away,58,59,2161951
2,Ground duels won,"['54 (56%)', '42 (44%)']",text,home,54 (56%),42 (44%),2161951
3,Aerial duels won,"['4 (19%)', '17 (81%)']",text,away,4 (19%),17 (81%),2161951
4,Successful dribbles,"['10 (63%)', '9 (60%)']",text,home,10 (63%),9 (60%),2161951
0,Discipline,"[None, None]",title,equal,,,2161951
1,Yellow cards,"[3, 3]",text,equal,3.0,3.0,2161951
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161951
0,Ball possession,"[51, 49]",graph,home,51,49,2161953
1,Total shots,"[22, 4]",text,home,22,4,2161953
2,Big chances,"[0, 0]",text,equal,0,0,2161953
3,Big chances missed,"[0, 0]",text,equal,0,0,2161953
4,Accurate passes,"['342 (78%)', '317 (72%)']",text,home,342 (78%),317 (72%),2161953
5,Fouls committed,"[8, 11]",text,home,8,11,2161953
6,Offsides,"[2, 0]",text,away,2,0,2161953
7,Corners,"[6, 3]",text,home,6,3,2161953
0,Shots,"[None, None]",title,equal,,,2161953
1,Total shots,"[22, 4]",text,home,22.0,4.0,2161953
2,Shots off target,"[8, 1]",text,home,8.0,1.0,2161953
3,Shots on target,"[6, 2]",text,home,6.0,2.0,2161953
4,Blocked shots,"[8, 1]",text,home,8.0,1.0,2161953
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161953
6,Shots inside box,"[14, 2]",text,home,14.0,2.0,2161953
7,Shots outside box,"[8, 2]",text,home,8.0,2.0,2161953
0,Passes,"[None, None]",title,equal,,,2161953
1,Passes,"[441, 439]",text,home,441,439,2161953
2,Accurate passes,"['342 (78%)', '317 (72%)']",text,home,342 (78%),317 (72%),2161953
3,Own half,"[0, 0]",text,equal,0,0,2161953
4,Opposition half,"[210, 163]",text,home,210,163,2161953
5,Accurate long balls,"['33 (47%)', '31 (35%)']",text,home,33 (47%),31 (35%),2161953
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161953
7,Throws,"[14, 15]",text,away,14,15,2161953
0,Defence,"[None, None]",title,equal,,,2161953
1,Tackles won,"['11 (79%)', '8 (44%)']",text,home,11 (79%),8 (44%),2161953
2,Interceptions,"[14, 28]",text,away,14,28,2161953
3,Blocks,"[0, 0]",text,equal,0,0,2161953
4,Clearances,"[13, 20]",text,away,13,20,2161953
5,Keeper saves,"[0, 4]",text,away,0,4,2161953
0,Duels,"[None, None]",title,equal,,,2161953
1,Duels won,"[49, 46]",text,home,49,46,2161953
2,Ground duels won,"['29 (51%)', '28 (49%)']",text,home,29 (51%),28 (49%),2161953
3,Aerial duels won,"['20 (53%)', '18 (47%)']",text,home,20 (53%),18 (47%),2161953
4,Successful dribbles,"['5 (36%)', '3 (38%)']",text,home,5 (36%),3 (38%),2161953
0,Discipline,"[None, None]",title,equal,,,2161953
1,Yellow cards,"[0, 2]",text,away,0.0,2.0,2161953
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161953
0,Ball possession,"[49, 51]",graph,away,49,51,2161955
1,Total shots,"[11, 7]",text,home,11,7,2161955
2,Big chances,"[0, 0]",text,equal,0,0,2161955
3,Big chances missed,"[0, 0]",text,equal,0,0,2161955
4,Accurate passes,"['254 (75%)', '254 (72%)']",text,equal,254 (75%),254 (72%),2161955
5,Fouls committed,"[18, 19]",text,home,18,19,2161955
6,Offsides,"[2, 2]",text,equal,2,2,2161955
7,Corners,"[1, 4]",text,away,1,4,2161955
0,Shots,"[None, None]",title,equal,,,2161955
1,Total shots,"[11, 7]",text,home,11.0,7.0,2161955
2,Shots off target,"[3, 5]",text,away,3.0,5.0,2161955
3,Shots on target,"[3, 1]",text,home,3.0,1.0,2161955
4,Blocked shots,"[5, 1]",text,home,5.0,1.0,2161955
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161955
6,Shots inside box,"[6, 3]",text,home,6.0,3.0,2161955
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2161955
0,Passes,"[None, None]",title,equal,,,2161955
1,Passes,"[338, 355]",text,away,338,355,2161955
2,Accurate passes,"['254 (75%)', '254 (72%)']",text,equal,254 (75%),254 (72%),2161955
3,Own half,"[0, 0]",text,equal,0,0,2161955
4,Opposition half,"[133, 146]",text,away,133,146,2161955
5,Accurate long balls,"['39 (49%)', '26 (34%)']",text,home,39 (49%),26 (34%),2161955
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161955
7,Throws,"[19, 16]",text,home,19,16,2161955
0,Defence,"[None, None]",title,equal,,,2161955
1,Tackles won,"['9 (60%)', '18 (75%)']",text,away,9 (60%),18 (75%),2161955
2,Interceptions,"[12, 11]",text,home,12,11,2161955
3,Blocks,"[0, 0]",text,equal,0,0,2161955
4,Clearances,"[19, 13]",text,home,19,13,2161955
5,Keeper saves,"[1, 1]",text,equal,1,1,2161955
0,Duels,"[None, None]",title,equal,,,2161955
1,Duels won,"[57, 56]",text,home,57,56,2161955
2,Ground duels won,"['41 (49%)', '42 (51%)']",text,away,41 (49%),42 (51%),2161955
3,Aerial duels won,"['16 (53%)', '14 (47%)']",text,home,16 (53%),14 (47%),2161955
4,Successful dribbles,"['8 (40%)', '4 (57%)']",text,home,8 (40%),4 (57%),2161955
0,Discipline,"[None, None]",title,equal,,,2161955
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2161955
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161955
0,Ball possession,"[50, 50]",graph,equal,50,50,2161954
1,Total shots,"[17, 8]",text,home,17,8,2161954
2,Big chances,"[0, 0]",text,equal,0,0,2161954
3,Big chances missed,"[0, 0]",text,equal,0,0,2161954
4,Accurate passes,"['269 (76%)', '262 (72%)']",text,home,269 (76%),262 (72%),2161954
5,Fouls committed,"[16, 13]",text,away,16,13,2161954
6,Offsides,"[5, 1]",text,away,5,1,2161954
7,Corners,"[5, 4]",text,home,5,4,2161954
0,Shots,"[None, None]",title,equal,,,2161954
1,Total shots,"[17, 8]",text,home,17.0,8.0,2161954
