,title,stats,type,highlighted,home,away,match_id
4,Successful dribbles,"['5 (63%)', '7 (47%)']",text,away,5 (63%),7 (47%),2443293
0,Discipline,"[None, None]",title,equal,,,2443293
1,Yellow cards,"[1, 2]",text,away,1.0,2.0,2443293
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443293
0,Ball possession,"[53, 47]",graph,home,53,47,2443294
1,Total shots,"[13, 10]",text,home,13,10,2443294
2,Big chances,"[0, 0]",text,equal,0,0,2443294
3,Big chances missed,"[0, 0]",text,equal,0,0,2443294
4,Accurate passes,"['433 (82%)', '382 (82%)']",text,home,433 (82%),382 (82%),2443294
5,Fouls committed,"[15, 15]",text,equal,15,15,2443294
6,Offsides,"[2, 2]",text,equal,2,2,2443294
7,Corners,"[4, 4]",text,equal,4,4,2443294
0,Shots,"[None, None]",title,equal,,,2443294
1,Total shots,"[13, 10]",text,home,13.0,10.0,2443294
2,Shots off target,"[4, 2]",text,home,4.0,2.0,2443294
3,Shots on target,"[6, 6]",text,equal,6.0,6.0,2443294
4,Blocked shots,"[3, 2]",text,home,3.0,2.0,2443294
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443294
6,Shots inside box,"[9, 7]",text,home,9.0,7.0,2443294
7,Shots outside box,"[4, 3]",text,home,4.0,3.0,2443294
0,Passes,"[None, None]",title,equal,,,2443294
1,Passes,"[530, 468]",text,home,530,468,2443294
2,Accurate passes,"['433 (82%)', '382 (82%)']",text,home,433 (82%),382 (82%),2443294
3,Own half,"[0, 0]",text,equal,0,0,2443294
4,Opposition half,"[216, 211]",text,home,216,211,2443294
5,Accurate long balls,"['53 (67%)', '20 (40%)']",text,home,53 (67%),20 (40%),2443294
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443294
7,Throws,"[13, 16]",text,away,13,16,2443294
0,Defence,"[None, None]",title,equal,,,2443294
1,Tackles won,"['13 (68%)', '7 (54%)']",text,home,13 (68%),7 (54%),2443294
2,Interceptions,"[14, 24]",text,away,14,24,2443294
3,Blocks,"[0, 0]",text,equal,0,0,2443294
4,Clearances,"[12, 23]",text,away,12,23,2443294
5,Keeper saves,"[5, 5]",text,equal,5,5,2443294
0,Duels,"[None, None]",title,equal,,,2443294
1,Duels won,"[52, 43]",text,home,52,43,2443294
2,Ground duels won,"['40 (53%)', '35 (47%)']",text,home,40 (53%),35 (47%),2443294
3,Aerial duels won,"['12 (60%)', '8 (40%)']",text,home,12 (60%),8 (40%),2443294
4,Successful dribbles,"['7 (58%)', '7 (47%)']",text,equal,7 (58%),7 (47%),2443294
0,Discipline,"[None, None]",title,equal,,,2443294
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2443294
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443294
0,Ball possession,"[50, 50]",graph,equal,50,50,2443295
1,Total shots,"[9, 12]",text,away,9,12,2443295
2,Big chances,"[0, 0]",text,equal,0,0,2443295
3,Big chances missed,"[0, 0]",text,equal,0,0,2443295
4,Accurate passes,"['329 (79%)', '317 (80%)']",text,home,329 (79%),317 (80%),2443295
5,Fouls committed,"[10, 20]",text,home,10,20,2443295
6,Offsides,"[0, 2]",text,home,0,2,2443295
7,Corners,"[5, 6]",text,away,5,6,2443295
0,Shots,"[None, None]",title,equal,,,2443295
1,Total shots,"[9, 12]",text,away,9.0,12.0,2443295
2,Shots off target,"[2, 5]",text,away,2.0,5.0,2443295
3,Shots on target,"[4, 3]",text,home,4.0,3.0,2443295
4,Blocked shots,"[3, 4]",text,away,3.0,4.0,2443295
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443295
6,Shots inside box,"[7, 7]",text,equal,7.0,7.0,2443295
7,Shots outside box,"[2, 5]",text,away,2.0,5.0,2443295
0,Passes,"[None, None]",title,equal,,,2443295
1,Passes,"[414, 398]",text,home,414,398,2443295
2,Accurate passes,"['329 (79%)', '317 (80%)']",text,home,329 (79%),317 (80%),2443295
3,Own half,"[0, 0]",text,equal,0,0,2443295
4,Opposition half,"[186, 171]",text,home,186,171,2443295
5,Accurate long balls,"['35 (56%)', '37 (60%)']",text,away,35 (56%),37 (60%),2443295
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443295
7,Throws,"[7, 16]",text,away,7,16,2443295
0,Defence,"[None, None]",title,equal,,,2443295
1,Tackles won,"['15 (60%)', '9 (53%)']",text,home,15 (60%),9 (53%),2443295
2,Interceptions,"[19, 5]",text,home,19,5,2443295
3,Blocks,"[0, 0]",text,equal,0,0,2443295
4,Clearances,"[23, 23]",text,equal,23,23,2443295
5,Keeper saves,"[3, 1]",text,home,3,1,2443295
0,Duels,"[None, None]",title,equal,,,2443295
1,Duels won,"[58, 33]",text,home,58,33,2443295
2,Ground duels won,"['54 (65%)', '29 (35%)']",text,home,54 (65%),29 (35%),2443295
3,Aerial duels won,"['4 (50%)', '4 (50%)']",text,equal,4 (50%),4 (50%),2443295
4,Successful dribbles,"['9 (56%)', '2 (17%)']",text,home,9 (56%),2 (17%),2443295
0,Discipline,"[None, None]",title,equal,,,2443295
1,Yellow cards,"[2, 1]",text,home,2.0,1.0,2443295
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443295
0,Ball possession,"[49, 51]",graph,away,49,51,2443296
1,Total shots,"[11, 12]",text,away,11,12,2443296
2,Big chances,"[0, 0]",text,equal,0,0,2443296
3,Big chances missed,"[0, 0]",text,equal,0,0,2443296
4,Accurate passes,"['355 (82%)', '364 (81%)']",text,away,355 (82%),364 (81%),2443296
5,Fouls committed,"[8, 8]",text,equal,8,8,2443296
6,Offsides,"[0, 1]",text,home,0,1,2443296
7,Corners,"[3, 9]",text,away,3,9,2443296
0,Shots,"[None, None]",title,equal,,,2443296
1,Total shots,"[11, 12]",text,away,11.0,12.0,2443296
2,Shots off target,"[5, 6]",text,away,5.0,6.0,2443296
3,Shots on target,"[1, 2]",text,away,1.0,2.0,2443296
4,Blocked shots,"[5, 4]",text,home,5.0,4.0,2443296
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443296
6,Shots inside box,"[6, 6]",text,equal,6.0,6.0,2443296
7,Shots outside box,"[5, 6]",text,away,5.0,6.0,2443296
0,Passes,"[None, None]",title,equal,,,2443296
1,Passes,"[434, 452]",text,away,434,452,2443296
2,Accurate passes,"['355 (82%)', '364 (81%)']",text,away,355 (82%),364 (81%),2443296
3,Own half,"[0, 0]",text,equal,0,0,2443296
4,Opposition half,"[230, 179]",text,home,230,179,2443296
5,Accurate long balls,"['36 (49%)', '41 (51%)']",text,away,36 (49%),41 (51%),2443296
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443296
7,Throws,"[16, 23]",text,away,16,23,2443296
0,Defence,"[None, None]",title,equal,,,2443296
1,Tackles won,"['11 (73%)', '11 (79%)']",text,equal,11 (73%),11 (79%),2443296
2,Interceptions,"[14, 11]",text,home,14,11,2443296
3,Blocks,"[0, 0]",text,equal,0,0,2443296
4,Clearances,"[21, 9]",text,home,21,9,2443296
5,Keeper saves,"[1, 0]",text,home,1,0,2443296
0,Duels,"[None, None]",title,equal,,,2443296
1,Duels won,"[37, 33]",text,home,37,33,2443296
2,Ground duels won,"['29 (56%)', '23 (44%)']",text,home,29 (56%),23 (44%),2443296
3,Aerial duels won,"['8 (44%)', '10 (56%)']",text,away,8 (44%),10 (56%),2443296
4,Successful dribbles,"['6 (50%)', '4 (33%)']",text,home,6 (50%),4 (33%),2443296
0,Discipline,"[None, None]",title,equal,,,2443296
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2443296
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443296
0,Ball possession,"[59, 41]",graph,home,59,41,2443297
1,Total shots,"[10, 13]",text,away,10,13,2443297
2,Big chances,"[0, 0]",text,equal,0,0,2443297
3,Big chances missed,"[0, 0]",text,equal,0,0,2443297
4,Accurate passes,"['309 (73%)', '195 (66%)']",text,home,309 (73%),195 (66%),2443297
5,Fouls committed,"[19, 18]",text,away,19,18,2443297
6,Offsides,"[0, 1]",text,home,0,1,2443297
7,Corners,"[4, 3]",text,home,4,3,2443297
0,Shots,"[None, None]",title,equal,,,2443297
1,Total shots,"[10, 13]",text,away,10.0,13.0,2443297
2,Shots off target,"[4, 4]",text,equal,4.0,4.0,2443297
3,Shots on target,"[1, 6]",text,away,1.0,6.0,2443297
4,Blocked shots,"[5, 3]",text,home,5.0,3.0,2443297
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443297
6,Shots inside box,"[2, 6]",text,away,2.0,6.0,2443297
7,Shots outside box,"[8, 7]",text,home,8.0,7.0,2443297
0,Passes,"[None, None]",title,equal,,,2443297
1,Passes,"[424, 297]",text,home,424,297,2443297
2,Accurate passes,"['309 (73%)', '195 (66%)']",text,home,309 (73%),195 (66%),2443297
3,Own half,"[0, 0]",text,equal,0,0,2443297
4,Opposition half,"[174, 98]",text,home,174,98,2443297
5,Accurate long balls,"['21 (37%)', '39 (47%)']",text,away,21 (37%),39 (47%),2443297
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443297
7,Throws,"[27, 19]",text,home,27,19,2443297
0,Defence,"[None, None]",title,equal,,,2443297
1,Tackles won,"['20 (80%)', '15 (63%)']",text,home,20 (80%),15 (63%),2443297
2,Interceptions,"[11, 28]",text,away,11,28,2443297
3,Blocks,"[0, 0]",text,equal,0,0,2443297
4,Clearances,"[19, 25]",text,away,19,25,2443297
5,Keeper saves,"[4, 1]",text,home,4,1,2443297
0,Duels,"[None, None]",title,equal,,,2443297
1,Duels won,"[63, 71]",text,away,63,71,2443297
2,Ground duels won,"['49 (48%)', '53 (52%)']",text,away,49 (48%),53 (52%),2443297
3,Aerial duels won,"['14 (44%)', '18 (56%)']",text,away,14 (44%),18 (56%),2443297
4,Successful dribbles,"['7 (70%)', '11 (58%)']",text,away,7 (70%),11 (58%),2443297
0,Discipline,"[None, None]",title,equal,,,2443297
1,Yellow cards,"[3, 3]",text,equal,3.0,3.0,2443297
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443297
0,Ball possession,"[73, 27]",graph,home,73,27,2443298
1,Total shots,"[16, 10]",text,home,16,10,2443298
2,Big chances,"[0, 0]",text,equal,0,0,2443298
3,Big chances missed,"[0, 0]",text,equal,0,0,2443298
4,Accurate passes,"['460 (81%)', '103 (51%)']",text,home,460 (81%),103 (51%),2443298
5,Fouls committed,"[10, 15]",text,home,10,15,2443298
6,Offsides,"[2, 1]",text,away,2,1,2443298
7,Corners,"[11, 4]",text,home,11,4,2443298
0,Shots,"[None, None]",title,equal,,,2443298
1,Total shots,"[16, 10]",text,home,16.0,10.0,2443298
2,Shots off target,"[4, 4]",text,equal,4.0,4.0,2443298
3,Shots on target,"[9, 2]",text,home,9.0,2.0,2443298
4,Blocked shots,"[3, 4]",text,away,3.0,4.0,2443298
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2443298
6,Shots inside box,"[12, 6]",text,home,12.0,6.0,2443298
7,Shots outside box,"[4, 4]",text,equal,4.0,4.0,2443298
0,Passes,"[None, None]",title,equal,,,2443298
1,Passes,"[570, 203]",text,home,570,203,2443298
2,Accurate passes,"['460 (81%)', '103 (51%)']",text,home,460 (81%),103 (51%),2443298
3,Own half,"[0, 0]",text,equal,0,0,2443298
4,Opposition half,"[257, 72]",text,home,257,72,2443298
5,Accurate long balls,"['39 (51%)', '15 (23%)']",text,home,39 (51%),15 (23%),2443298
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443298
7,Throws,"[28, 10]",text,home,28,10,2443298
0,Defence,"[None, None]",title,equal,,,2443298
1,Tackles won,"['8 (73%)', '14 (88%)']",text,away,8 (73%),14 (88%),2443298
2,Interceptions,"[13, 12]",text,home,13,12,2443298
3,Blocks,"[0, 0]",text,equal,0,0,2443298
4,Clearances,"[21, 40]",text,away,21,40,2443298
5,Keeper saves,"[2, 7]",text,away,2,7,2443298
0,Duels,"[None, None]",title,equal,,,2443298
1,Duels won,"[50, 45]",text,home,50,45,2443298
2,Ground duels won,"['31 (49%)', '32 (51%)']",text,away,31 (49%),32 (51%),2443298
3,Aerial duels won,"['19 (59%)', '13 (41%)']",text,home,19 (59%),13 (41%),2443298
4,Successful dribbles,"['5 (56%)', '7 (64%)']",text,away,5 (56%),7 (64%),2443298
0,Discipline,"[None, None]",title,equal,,,2443298
1,Yellow cards,"[1, 4]",text,away,1.0,4.0,2443298
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443298
0,Ball possession,"[49, 51]",graph,away,49,51,2443299
1,Total shots,"[8, 11]",text,away,8,11,2443299
2,Big chances,"[0, 0]",text,equal,0,0,2443299
3,Big chances missed,"[0, 0]",text,equal,0,0,2443299
4,Accurate passes,"['286 (79%)', '289 (78%)']",text,away,286 (79%),289 (78%),2443299
5,Fouls committed,"[15, 14]",text,away,15,14,2443299
6,Offsides,"[1, 1]",text,equal,1,1,2443299
7,Corners,"[7, 7]",text,equal,7,7,2443299
0,Shots,"[None, None]",title,equal,,,2443299
1,Total shots,"[8, 11]",text,away,8.0,11.0,2443299
2,Shots off target,"[2, 4]",text,away,2.0,4.0,2443299
3,Shots on target,"[4, 4]",text,equal,4.0,4.0,2443299
4,Blocked shots,"[2, 3]",text,away,2.0,3.0,2443299
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2443299
6,Shots inside box,"[6, 6]",text,equal,6.0,6.0,2443299
7,Shots outside box,"[2, 5]",text,away,2.0,5.0,2443299
0,Passes,"[None, None]",title,equal,,,2443299
1,Passes,"[362, 371]",text,away,362,371,2443299
2,Accurate passes,"['286 (79%)', '289 (78%)']",text,away,286 (79%),289 (78%),2443299
3,Own half,"[0, 0]",text,equal,0,0,2443299
4,Opposition half,"[160, 140]",text,home,160,140,2443299
5,Accurate long balls,"['24 (43%)', '27 (42%)']",text,away,24 (43%),27 (42%),2443299
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443299
7,Throws,"[16, 31]",text,away,16,31,2443299
0,Defence,"[None, None]",title,equal,,,2443299
1,Tackles won,"['9 (64%)', '11 (69%)']",text,away,9 (64%),11 (69%),2443299
2,Interceptions,"[14, 9]",text,home,14,9,2443299
3,Blocks,"[0, 0]",text,equal,0,0,2443299
4,Clearances,"[27, 30]",text,away,27,30,2443299
5,Keeper saves,"[4, 3]",text,home,4,3,2443299
0,Duels,"[None, None]",title,equal,,,2443299
1,Duels won,"[51, 52]",text,away,51,52,2443299
2,Ground duels won,"['35 (49%)', '37 (51%)']",text,away,35 (49%),37 (51%),2443299
3,Aerial duels won,"['16 (52%)', '15 (48%)']",text,home,16 (52%),15 (48%),2443299
4,Successful dribbles,"['8 (73%)', '8 (62%)']",text,equal,8 (73%),8 (62%),2443299
0,Discipline,"[None, None]",title,equal,,,2443299
1,Yellow cards,"[0, 1]",text,away,0.0,1.0,2443299
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443299
0,Ball possession,"[60, 40]",graph,home,60,40,2443300
1,Total shots,"[16, 11]",text,home,16,11,2443300
2,Big chances,"[0, 0]",text,equal,0,0,2443300
3,Big chances missed,"[0, 0]",text,equal,0,0,2443300
4,Accurate passes,"['418 (83%)', '257 (77%)']",text,home,418 (83%),257 (77%),2443300
5,Fouls committed,"[6, 12]",text,home,6,12,2443300
6,Offsides,"[2, 1]",text,away,2,1,2443300
7,Corners,"[9, 2]",text,home,9,2,2443300
0,Shots,"[None, None]",title,equal,,,2443300
1,Total shots,"[16, 11]",text,home,16.0,11.0,2443300
2,Shots off target,"[7, 5]",text,home,7.0,5.0,2443300
3,Shots on target,"[4, 4]",text,equal,4.0,4.0,2443300
4,Blocked shots,"[5, 2]",text,home,5.0,2.0,2443300
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443300
6,Shots inside box,"[8, 6]",text,home,8.0,6.0,2443300
7,Shots outside box,"[8, 5]",text,home,8.0,5.0,2443300
0,Passes,"[None, None]",title,equal,,,2443300
1,Passes,"[502, 335]",text,home,502,335,2443300
2,Accurate passes,"['418 (83%)', '257 (77%)']",text,home,418 (83%),257 (77%),2443300
3,Own half,"[0, 0]",text,equal,0,0,2443300
4,Opposition half,"[173, 100]",text,home,173,100,2443300
5,Accurate long balls,"['38 (63%)', '37 (52%)']",text,home,38 (63%),37 (52%),2443300
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443300
7,Throws,"[15, 12]",text,home,15,12,2443300
0,Defence,"[None, None]",title,equal,,,2443300
1,Tackles won,"['10 (71%)', '10 (67%)']",text,equal,10 (71%),10 (67%),2443300
2,Interceptions,"[12, 12]",text,equal,12,12,2443300
3,Blocks,"[0, 0]",text,equal,0,0,2443300
4,Clearances,"[5, 18]",text,away,5,18,2443300
5,Keeper saves,"[3, 0]",text,home,3,0,2443300
0,Duels,"[None, None]",title,equal,,,2443300
1,Duels won,"[48, 33]",text,home,48,33,2443300
2,Ground duels won,"['36 (63%)', '21 (37%)']",text,home,36 (63%),21 (37%),2443300
3,Aerial duels won,"['12 (50%)', '12 (50%)']",text,equal,12 (50%),12 (50%),2443300
4,Successful dribbles,"['11 (73%)', '1 (17%)']",text,home,11 (73%),1 (17%),2443300
0,Discipline,"[None, None]",title,equal,,,2443300
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2443300
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443300
0,Ball possession,"[73, 27]",graph,home,73,27,2443301
1,Total shots,"[17, 11]",text,home,17,11,2443301
2,Big chances,"[0, 0]",text,equal,0,0,2443301
3,Big chances missed,"[0, 0]",text,equal,0,0,2443301
4,Accurate passes,"['510 (85%)', '122 (58%)']",text,home,510 (85%),122 (58%),2443301
5,Fouls committed,"[9, 12]",text,home,9,12,2443301
6,Offsides,"[0, 1]",text,home,0,1,2443301
7,Corners,"[9, 6]",text,home,9,6,2443301
0,Shots,"[None, None]",title,equal,,,2443301
1,Total shots,"[17, 11]",text,home,17.0,11.0,2443301
2,Shots off target,"[6, 5]",text,home,6.0,5.0,2443301
3,Shots on target,"[7, 5]",text,home,7.0,5.0,2443301
4,Blocked shots,"[4, 1]",text,home,4.0,1.0,2443301
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2443301
6,Shots inside box,"[9, 7]",text,home,9.0,7.0,2443301
7,Shots outside box,"[8, 4]",text,home,8.0,4.0,2443301
0,Passes,"[None, None]",title,equal,,,2443301
1,Passes,"[598, 209]",text,home,598,209,2443301
2,Accurate passes,"['510 (85%)', '122 (58%)']",text,home,510 (85%),122 (58%),2443301
3,Own half,"[0, 0]",text,equal,0,0,2443301
4,Opposition half,"[246, 98]",text,home,246,98,2443301
5,Accurate long balls,"['37 (56%)', '23 (39%)']",text,home,37 (56%),23 (39%),2443301
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443301
7,Throws,"[19, 10]",text,home,19,10,2443301
0,Defence,"[None, None]",title,equal,,,2443301
1,Tackles won,"['6 (50%)', '12 (63%)']",text,away,6 (50%),12 (63%),2443301
2,Interceptions,"[11, 11]",text,equal,11,11,2443301
3,Blocks,"[0, 0]",text,equal,0,0,2443301
4,Clearances,"[23, 41]",text,away,23,41,2443301
5,Keeper saves,"[3, 6]",text,away,3,6,2443301
0,Duels,"[None, None]",title,equal,,,2443301
1,Duels won,"[43, 41]",text,home,43,41,2443301
2,Ground duels won,"['34 (51%)', '33 (49%)']",text,home,34 (51%),33 (49%),2443301
3,Aerial duels won,"['9 (53%)', '8 (47%)']",text,home,9 (53%),8 (47%),2443301
4,Successful dribbles,"['13 (65%)', '7 (78%)']",text,home,13 (65%),7 (78%),2443301
0,Discipline,"[None, None]",title,equal,,,2443301
1,Yellow cards,"[4, 2]",text,home,4.0,2.0,2443301
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443301
0,Ball possession,"[60, 40]",graph,home,60,40,2443302
1,Total shots,"[17, 3]",text,home,17,3,2443302
2,Big chances,"[0, 0]",text,equal,0,0,2443302
3,Big chances missed,"[0, 0]",text,equal,0,0,2443302
4,Accurate passes,"['533 (90%)', '314 (78%)']",text,home,533 (90%),314 (78%),2443302
5,Fouls committed,"[22, 15]",text,away,22,15,2443302
6,Offsides,"[5, 1]",text,away,5,1,2443302
7,Corners,"[1, 1]",text,equal,1,1,2443302
0,Shots,"[None, None]",title,equal,,,2443302
1,Total shots,"[17, 3]",text,home,17.0,3.0,2443302
2,Shots off target,"[8, 2]",text,home,8.0,2.0,2443302
3,Shots on target,"[7, 0]",text,home,7.0,0.0,2443302
4,Blocked shots,"[2, 1]",text,home,2.0,1.0,2443302
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2443302
6,Shots inside box,"[13, 0]",text,home,13.0,0.0,2443302
7,Shots outside box,"[4, 3]",text,home,4.0,3.0,2443302
0,Passes,"[None, None]",title,equal,,,2443302
1,Passes,"[595, 401]",text,home,595,401,2443302
2,Accurate passes,"['533 (90%)', '314 (78%)']",text,home,533 (90%),314 (78%),2443302
3,Own half,"[0, 0]",text,equal,0,0,2443302
4,Opposition half,"[267, 138]",text,home,267,138,2443302
5,Accurate long balls,"['45 (70%)', '16 (32%)']",text,home,45 (70%),16 (32%),2443302
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443302
7,Throws,"[18, 10]",text,home,18,10,2443302
0,Defence,"[None, None]",title,equal,,,2443302
1,Tackles won,"['9 (64%)', '14 (93%)']",text,away,9 (64%),14 (93%),2443302
2,Interceptions,"[16, 12]",text,home,16,12,2443302
3,Blocks,"[0, 0]",text,equal,0,0,2443302
4,Clearances,"[9, 14]",text,away,9,14,2443302
5,Keeper saves,"[0, 3]",text,away,0,3,2443302
0,Duels,"[None, None]",title,equal,,,2443302
1,Duels won,"[40, 40]",text,equal,40,40,2443302
2,Ground duels won,"['36 (48%)', '39 (52%)']",text,away,36 (48%),39 (52%),2443302
3,Aerial duels won,"['4 (80%)', '1 (20%)']",text,home,4 (80%),1 (20%),2443302
4,Successful dribbles,"['9 (53%)', '4 (67%)']",text,home,9 (53%),4 (67%),2443302
0,Discipline,"[None, None]",title,equal,,,2443302
1,Yellow cards,"[3, 4]",text,away,3.0,4.0,2443302
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443302
0,Ball possession,"[46, 54]",graph,away,46,54,2443303
1,Total shots,"[17, 10]",text,home,17,10,2443303
2,Big chances,"[0, 0]",text,equal,0,0,2443303
3,Big chances missed,"[0, 0]",text,equal,0,0,2443303
4,Accurate passes,"['284 (77%)', '366 (84%)']",text,away,284 (77%),366 (84%),2443303
5,Fouls committed,"[15, 12]",text,away,15,12,2443303
6,Offsides,"[0, 4]",text,home,0,4,2443303
7,Corners,"[6, 2]",text,home,6,2,2443303
0,Shots,"[None, None]",title,equal,,,2443303
1,Total shots,"[17, 10]",text,home,17.0,10.0,2443303
2,Shots off target,"[9, 4]",text,home,9.0,4.0,2443303
3,Shots on target,"[5, 5]",text,equal,5.0,5.0,2443303
4,Blocked shots,"[3, 1]",text,home,3.0,1.0,2443303
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,2443303
6,Shots inside box,"[7, 6]",text,home,7.0,6.0,2443303
7,Shots outside box,"[10, 4]",text,home,10.0,4.0,2443303
0,Passes,"[None, None]",title,equal,,,2443303
1,Passes,"[369, 436]",text,away,369,436,2443303
2,Accurate passes,"['284 (77%)', '366 (84%)']",text,away,284 (77%),366 (84%),2443303
3,Own half,"[0, 0]",text,equal,0,0,2443303
4,Opposition half,"[169, 153]",text,home,169,153,2443303
5,Accurate long balls,"['37 (50%)', '48 (60%)']",text,away,37 (50%),48 (60%),2443303
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443303
7,Throws,"[22, 9]",text,home,22,9,2443303
0,Defence,"[None, None]",title,equal,,,2443303
1,Tackles won,"['14 (82%)', '11 (69%)']",text,home,14 (82%),11 (69%),2443303
2,Interceptions,"[14, 8]",text,home,14,8,2443303
3,Blocks,"[0, 0]",text,equal,0,0,2443303
4,Clearances,"[13, 36]",text,away,13,36,2443303
5,Keeper saves,"[3, 4]",text,away,3,4,2443303
0,Duels,"[None, None]",title,equal,,,2443303
1,Duels won,"[45, 50]",text,away,45,50,2443303
2,Ground duels won,"['36 (50%)', '36 (50%)']",text,equal,36 (50%),36 (50%),2443303
3,Aerial duels won,"['9 (39%)', '14 (61%)']",text,away,9 (39%),14 (61%),2443303
4,Successful dribbles,"['7 (44%)', '8 (50%)']",text,away,7 (44%),8 (50%),2443303
0,Discipline,"[None, None]",title,equal,,,2443303
1,Yellow cards,"[4, 1]",text,home,4.0,1.0,2443303
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2443303
0,Ball possession,"[56, 44]",graph,home,56,44,2443304
1,Total shots,"[17, 11]",text,home,17,11,2443304
2,Big chances,"[0, 0]",text,equal,0,0,2443304
3,Big chances missed,"[0, 0]",text,equal,0,0,2443304
4,Accurate passes,"['425 (84%)', '292 (77%)']",text,home,425 (84%),292 (77%),2443304
5,Fouls committed,"[10, 9]",text,away,10,9,2443304
6,Offsides,"[6, 1]",text,away,6,1,2443304
7,Corners,"[4, 9]",text,away,4,9,2443304
0,Shots,"[None, None]",title,equal,,,2443304
1,Total shots,"[17, 11]",text,home,17.0,11.0,2443304
2,Shots off target,"[6, 6]",text,equal,6.0,6.0,2443304
3,Shots on target,"[6, 3]",text,home,6.0,3.0,2443304
4,Blocked shots,"[5, 2]",text,home,5.0,2.0,2443304
5,Hit woodwork,"[1, 1]",text,equal,1.0,1.0,2443304
6,Shots inside box,"[13, 6]",text,home,13.0,6.0,2443304
7,Shots outside box,"[4, 5]",text,away,4.0,5.0,2443304
0,Passes,"[None, None]",title,equal,,,2443304
1,Passes,"[503, 380]",text,home,503,380,2443304
2,Accurate passes,"['425 (84%)', '292 (77%)']",text,home,425 (84%),292 (77%),2443304
3,Own half,"[0, 0]",text,equal,0,0,2443304
4,Opposition half,"[176, 161]",text,home,176,161,2443304
5,Accurate long balls,"['49 (54%)', '31 (52%)']",text,home,49 (54%),31 (52%),2443304
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2443304
7,Throws,"[19, 12]",text,home,19,12,2443304
0,Defence,"[None, None]",title,equal,,,2443304
1,Tackles won,"['9 (75%)', '19 (86%)']",text,away,9 (75%),19 (86%),2443304
2,Interceptions,"[19, 13]",text,home,19,13,2443304
3,Blocks,"[0, 0]",text,equal,0,0,2443304
4,Clearances,"[17, 20]",text,away,17,20,2443304
5,Keeper saves,"[2, 4]",text,away,2,4,2443304
0,Duels,"[None, None]",title,equal,,,2443304
1,Duels won,"[42, 43]",text,away,42,43,2443304
2,Ground duels won,"['30 (45%)', '36 (55%)']",text,away,30 (45%),36 (55%),2443304
3,Aerial duels won,"['12 (63%)', '7 (37%)']",text,home,12 (63%),7 (37%),2443304
4,Successful dribbles,"['9 (38%)', '5 (56%)']",text,home,9 (38%),5 (56%),2443304
0,Discipline,"[None, None]",title,equal,,,2443304
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2443304
2,Red cards,"[1, 0]",text,home,1.0,0.0,2443304
0,Ball possession,"[54, 46]",graph,home,54,46,2443305
1,Total shots,"[15, 9]",text,home,15,9,2443305
2,Big chances,"[0, 0]",text,equal,0,0,2443305
3,Big chances missed,"[0, 0]",text,equal,0,0,2443305
4,Accurate passes,"['364 (84%)', '295 (79%)']",text,home,364 (84%),295 (79%),2443305
5,Fouls committed,"[13, 14]",text,home,13,14,2443305
